run,type,module,name,attrname,attrvalue,value
General-0-20220622-00:06:29-26916,scalar,Network.node[3].app,Packets from 4 to 3,,,35
General-0-20220622-00:06:29-26916,scalar,Network.node[3].app,Packets from 5 to 3,,,35
General-0-20220622-00:06:29-26916,scalar,Network.node[3].app,Packets from 6 to 3,,,29
General-0-20220622-00:06:29-26916,scalar,Network.node[3].app,Packets from 7 to 3,,,21
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Average delay,,,6.8814259911947
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Number of packets,,,182
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Packets from 0 to 4,,,19
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Packets from 1 to 4,,,24
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Packets from 2 to 4,,,27
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Packets from 3 to 4,,,27
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Packets from 4 to 4,,,19
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Packets from 5 to 4,,,25
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Packets from 6 to 4,,,22
General-0-20220622-00:06:29-26916,scalar,Network.node[4].app,Packets from 7 to 4,,,26
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Average delay,,,9.3067566153391
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Number of packets,,,185
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Packets from 0 to 5,,,25
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Packets from 1 to 5,,,27
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Packets from 2 to 5,,,28
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Packets from 3 to 5,,,22
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Packets from 4 to 5,,,23
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Packets from 5 to 5,,,20
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Packets from 6 to 5,,,33
General-0-20220622-00:06:29-26916,scalar,Network.node[5].app,Packets from 7 to 5,,,14
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Average delay,,,10.312967996272
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Number of packets,,,157
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Packets from 0 to 6,,,20
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Packets from 1 to 6,,,16
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Packets from 2 to 6,,,13
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Packets from 3 to 6,,,20
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Packets from 4 to 6,,,23
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Packets from 5 to 6,,,28
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Packets from 6 to 6,,,23
General-0-20220622-00:06:29-26916,scalar,Network.node[6].app,Packets from 7 to 6,,,21
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Average delay,,,12.020627455522
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Number of packets,,,143
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Packets from 0 to 7,,,18
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Packets from 1 to 7,,,14
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Packets from 2 to 7,,,14
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Packets from 3 to 7,,,17
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Packets from 4 to 7,,,15
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Packets from 5 to 7,,,29
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Packets from 6 to 7,,,20
General-0-20220622-00:06:29-26916,scalar,Network.node[7].app,Packets from 7 to 7,,,23
