run,type,module,name,attrname,attrvalue,value
General-0-20220622-00:13:13-28126,scalar,Network.node[3].app,Packets from 1 to 3,,,8
General-0-20220622-00:13:13-28126,scalar,Network.node[3].app,Packets from 2 to 3,,,16
General-0-20220622-00:13:13-28126,scalar,Network.node[3].app,Packets from 3 to 3,,,16
General-0-20220622-00:13:13-28126,scalar,Network.node[3].app,Packets from 4 to 3,,,15
General-0-20220622-00:13:13-28126,scalar,Network.node[3].app,Packets from 5 to 3,,,14
General-0-20220622-00:13:13-28126,scalar,Network.node[3].app,Packets from 6 to 3,,,12
General-0-20220622-00:13:13-28126,scalar,Network.node[3].app,Packets from 7 to 3,,,13
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Average delay,,,24.421153293822
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Number of packets,,,76
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Packets from 0 to 4,,,9
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Packets from 1 to 4,,,9
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Packets from 2 to 4,,,8
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Packets from 3 to 4,,,18
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Packets from 4 to 4,,,9
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Packets from 5 to 4,,,12
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Packets from 6 to 4,,,9
General-0-20220622-00:13:13-28126,scalar,Network.node[4].app,Packets from 7 to 4,,,9
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Average delay,,,23.298164229147
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Number of packets,,,85
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Packets from 0 to 5,,,7
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Packets from 1 to 5,,,18
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Packets from 2 to 5,,,13
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Packets from 3 to 5,,,6
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Packets from 4 to 5,,,11
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Packets from 5 to 5,,,15
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Packets from 6 to 5,,,16
General-0-20220622-00:13:13-28126,scalar,Network.node[5].app,Packets from 7 to 5,,,6
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Average delay,,,21.003701908284
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Number of packets,,,69
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Packets from 0 to 6,,,12
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Packets from 1 to 6,,,6
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Packets from 2 to 6,,,5
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Packets from 3 to 6,,,8
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Packets from 4 to 6,,,10
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Packets from 5 to 6,,,14
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Packets from 6 to 6,,,13
General-0-20220622-00:13:13-28126,scalar,Network.node[6].app,Packets from 7 to 6,,,8
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Average delay,,,22.972598426266
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Number of packets,,,73
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Packets from 0 to 7,,,11
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Packets from 1 to 7,,,5
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Packets from 2 to 7,,,5
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Packets from 3 to 7,,,17
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Packets from 4 to 7,,,5
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Packets from 5 to 7,,,13
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Packets from 6 to 7,,,8
General-0-20220622-00:13:13-28126,scalar,Network.node[7].app,Packets from 7 to 7,,,16
